fecha,hora,calidad_sueno,nivel_estres,energia,dolor_muscular,nutricion,hidratacion,entrenamiento_hoy,grupo_muscular,intensidad_entrenamiento,duracion_entrenamiento,comentarios
2025-03-09,12:31,6,6,4,5,6,6,No,,,,
