fecha,calidad_sueno,nivel_estres,energia,dolor_muscular,nutricion,hidratacion,entrenamiento_hoy,grupo_muscular,intensidad_entrenamiento,duracion_entrenamiento,comentarios
2025-03-09 13:25:40,8,3,6,2,5,6,Si,Espalda,8,120,
